formula,A,B,C,X,Ra,Rb,Rc,RB,Rx,Tf,number
Ag2CuCeCl6,Ag,Cu,Ce,Cl,1.521,0.774,1.01,0.892,1.806,4.219892898260346,1
Ag2CuCeBr6,Ag,Cu,Ce,Br,1.521,0.774,1.01,0.892,1.955,4.386933257004741,1
Ag2CuCeI6,Ag,Cu,Ce,I,1.521,0.774,1.01,0.892,2.194,4.654870476735683,1
Ag2CuPrF6,Ag,Cu,Pr,F,1.521,0.774,0.993,0.8835,1.331,3.6756182139818767,1
Ag2CuPrCl6,Ag,Cu,Pr,Cl,1.521,0.774,0.993,0.8835,1.806,4.213252622584028,1
Ag2CuPrBr6,Ag,Cu,Pr,Br,1.521,0.774,0.993,0.8835,1.955,4.381900047598176,1
Ag2CuPrI6,Ag,Cu,Pr,I,1.521,0.774,0.993,0.8835,2.194,4.652415044768521,1
Ag2CuNdF6,Ag,Cu,Nd,F,1.521,0.774,0.98,0.877,1.331,3.66745632494816,1
Ag2CuNdCl6,Ag,Cu,Nd,Cl,1.521,0.774,0.98,0.877,1.806,4.209075481162527,1
Ag2CuNdBr6,Ag,Cu,Nd,Br,1.521,0.774,0.98,0.877,1.955,4.378972858585561,1
Ag2CuNdI6,Ag,Cu,Nd,I,1.521,0.774,0.98,0.877,2.194,4.651492812975526,1
Ag2CuPmF6,Ag,Cu,Pm,F,1.521,0.774,0.969,0.8714999999999999,1.331,3.6611062466037065,1
Ag2CuPmCl6,Ag,Cu,Pm,Cl,1.521,0.774,0.969,0.8714999999999999,1.806,4.20614353862895,1
Ag2CuPmBr6,Ag,Cu,Pm,Br,1.521,0.774,0.969,0.8714999999999999,1.955,4.37711313128529,1
Ag2CuPmI6,Ag,Cu,Pm,I,1.521,0.774,0.969,0.8714999999999999,2.194,4.6513529476937805,1
Ag2CuSmF6,Ag,Cu,Sm,F,1.521,0.774,0.958,0.866,1.331,3.6552600008933838,1
Ag2CuSmCl6,Ag,Cu,Sm,Cl,1.521,0.774,0.958,0.866,1.806,4.203758846158973,1
Ag2CuSmBr6,Ag,Cu,Sm,Br,1.521,0.774,0.958,0.866,1.955,4.375814273410705,1
Ag2CuSmI6,Ag,Cu,Sm,I,1.521,0.774,0.958,0.866,2.194,4.651795797660128,1
Ag2CuEuF6,Ag,Cu,Eu,F,1.521,0.774,0.947,0.8605,1.331,3.649912353842716,1
Ag2CuEuCl6,Ag,Cu,Eu,Cl,1.521,0.774,0.947,0.8605,1.806,4.201917002302913,1
Ag2CuEuBr6,Ag,Cu,Eu,Br,1.521,0.774,0.947,0.8605,1.955,4.375072144662007,1
Ag2CuEuI6,Ag,Cu,Eu,I,1.521,0.774,0.947,0.8605,2.194,4.652817641466191,1
Ag2CuGdF6,Ag,Cu,Gd,F,1.521,0.774,0.936,0.855,1.331,3.645058428712268,1
Ag2CuGdCl6,Ag,Cu,Gd,Cl,1.521,0.774,0.936,0.855,1.806,4.200613984267823,1
Ag2CuGdBr6,Ag,Cu,Gd,Br,1.521,0.774,0.936,0.855,1.955,4.374882990115777,1
Ag2CuGdI6,Ag,Cu,Gd,I,1.521,0.774,0.936,0.855,2.194,4.6544151538584675,1
Ag2CuTbF6,Ag,Cu,Tb,F,1.521,0.774,0.924,0.849,1.331,3.6403210135991833,1
Ag2CuTbCl6,Ag,Cu,Tb,Cl,1.521,0.774,0.924,0.849,1.806,4.199802756826509,1
Ag2CuTbBr6,Ag,Cu,Tb,Br,1.521,0.774,0.924,0.849,1.955,4.37530334575466,1
Ag2CuTbI6,Ag,Cu,Tb,I,1.521,0.774,0.924,0.849,2.194,4.65681100182062,1
Ag2CuDyF6,Ag,Cu,Dy,F,1.521,0.774,0.912,0.843,1.331,3.636160368229327,1
Ag2CuDyCl6,Ag,Cu,Dy,Cl,1.521,0.774,0.912,0.843,1.806,4.199624187920905,1
Ag2CuDyBr6,Ag,Cu,Dy,Br,1.521,0.774,0.912,0.843,1.955,4.376373891361,1
Ag2CuDyI6,Ag,Cu,Dy,I,1.521,0.774,0.912,0.843,2.194,4.659885160637393,1
Ag2CuHoF6,Ag,Cu,Ho,F,1.521,0.774,0.9,0.837,1.331,3.6325715455389265,1
Ag2CuHoCl6,Ag,Cu,Ho,Cl,1.521,0.774,0.9,0.837,1.806,4.200074532396751,1
Ag2CuHoBr6,Ag,Cu,Ho,Br,1.521,0.774,0.9,0.837,1.955,4.378091258800575,1
Ag2CuHoI6,Ag,Cu,Ho,I,1.521,0.774,0.9,0.837,2.194,4.663634866924829,1
Ag2CuErF6,Ag,Cu,Er,F,1.521,0.774,0.889,0.8315,1.331,3.629780281351419,1
Ag2CuErCl6,Ag,Cu,Er,Cl,1.521,0.774,0.889,0.8315,1.806,4.201037046234161,1
Ag2CuErBr6,Ag,Cu,Er,Br,1.521,0.774,0.889,0.8315,1.955,4.380231273534221,1
Ag2CuErI6,Ag,Cu,Er,I,1.521,0.774,0.889,0.8315,2.194,4.667663624706801,1
Ag2CuTmF6,Ag,Cu,Tm,F,1.521,0.774,0.879,0.8265,1.331,3.6276538118441644,1
Ag2CuTmCl6,Ag,Cu,Tm,Cl,1.521,0.774,0.879,0.8265,1.806,4.202366455522325,1
Ag2CuTmBr6,Ag,Cu,Tm,Br,1.521,0.774,0.879,0.8265,1.955,4.382644737434001,1
Ag2CuTmI6,Ag,Cu,Tm,I,1.521,0.774,0.879,0.8265,2.194,4.671815941305749,1
Ag2CuYbF6,Ag,Cu,Yb,F,1.521,0.774,0.868,0.821,1.331,3.6257642279806443,1
Ag2CuYbCl6,Ag,Cu,Yb,Cl,1.521,0.774,0.868,0.821,1.806,4.204326956360669,1
Ag2CuYbBr6,Ag,Cu,Yb,Br,1.521,0.774,0.868,0.821,1.955,4.385812949052507,1
Ag2CuYbI6,Ag,Cu,Yb,I,1.521,0.774,0.868,0.821,2.194,4.676921353437404,1
Ag2CuLuF6,Ag,Cu,Lu,F,1.521,0.774,0.857,0.8155,1.331,3.6243431347654034,1
Ag2CuLuCl6,Ag,Cu,Lu,Cl,1.521,0.774,0.857,0.8155,1.806,4.2068078803202775,1
Ag2CuLuBr6,Ag,Cu,Lu,Br,1.521,0.774,0.857,0.8155,1.955,4.389517874189069,1
Ag2CuLuI6,Ag,Cu,Lu,I,1.521,0.774,0.857,0.8155,2.194,4.682589609320891,1
Ag2CuUF6,Ag,Cu,U,F,1.521,0.774,1.024,0.899,1.331,3.6980126978691157,1
Ag2CuUCl6,Ag,Cu,U,Cl,1.521,0.774,1.024,0.899,1.806,4.226377547702263,1
Ag2CuUBr6,Ag,Cu,U,Br,1.521,0.774,1.024,0.899,1.955,4.39211725849203,1
Ag2CuUI6,Ag,Cu,U,I,1.521,0.774,1.024,0.899,2.194,4.657968203987025,1
Ag2RbBF6,Ag,Rb,B,F,1.521,1.517,0.266,0.8915,1.331,3.686655142083245,1
Ag2RbBCl6,Ag,Rb,B,Cl,1.521,1.517,0.266,0.8915,1.806,4.219465013087172,1
Ag2RbBBr6,Ag,Rb,B,Br,1.521,1.517,0.266,0.8915,1.955,4.386599056833666,1
Ag2RbBI6,Ag,Rb,B,I,1.521,1.517,0.266,0.8915,2.194,4.65468654982301,1
Ag2RbNF6,Ag,Rb,N,F,1.521,1.517,0.166,0.8414999999999999,1.331,3.6352097372428176,1
Ag2RbNCl6,Ag,Rb,N,Cl,1.521,1.517,0.166,0.8414999999999999,1.806,4.199677948769853,1
Ag2RbNBr6,Ag,Rb,N,Br,1.521,1.517,0.166,0.8414999999999999,1.955,4.376742714069913,1
Ag2RbNI6,Ag,Rb,N,I,1.521,1.517,0.166,0.8414999999999999,2.194,4.660759351027726,1
Ag2RbAlF6,Ag,Rb,Al,F,1.521,1.517,0.537,1.027,1.331,4.067116266707742,1
Ag2RbAlCl6,Ag,Rb,Al,Cl,1.521,1.517,0.537,1.027,1.806,4.529628438080673,1
Ag2RbAlBr6,Ag,Rb,Al,Br,1.521,1.517,0.537,1.027,1.955,4.674711203416602,1
Ag2RbAlI6,Ag,Rb,Al,I,1.521,1.517,0.537,1.027,2.194,4.907427853854772,1
Ag2RbPF6,Ag,Rb,P,F,1.521,1.517,0.444,0.9804999999999999,1.331,3.8905802258512416,1
Ag2RbPCl6,Ag,Rb,P,Cl,1.521,1.517,0.444,0.9804999999999999,1.806,4.375026936713047,1
Ag2RbPBr6,Ag,Rb,P,Br,1.521,1.517,0.444,0.9804999999999999,1.955,4.526990220751803,1
Ag2RbPI6,Ag,Rb,P,I,1.521,1.517,0.444,0.9804999999999999,2.194,4.770743407901216,1
Ag2RbScF6,Ag,Rb,Sc,F,1.521,1.517,0.741,1.129,1.331,4.699216104499534,1
Ag2RbScCl6,Ag,Rb,Sc,Cl,1.521,1.517,0.741,1.129,1.806,5.119942410965432,1
Ag2RbScBr6,Ag,Rb,Sc,Br,1.521,1.517,0.741,1.129,1.955,5.251917610256841,1
Ag2RbScI6,Ag,Rb,Sc,I,1.521,1.517,0.741,1.129,2.194,5.46360937287863,1
Ag2RbTiF6,Ag,Rb,Ti,F,1.521,1.517,0.673,1.095,1.331,4.442498326782516,1
Ag2RbTiCl6,Ag,Rb,Ti,Cl,1.521,1.517,0.673,1.095,1.806,4.8762882811204165,1
Ag2RbTiBr6,Ag,Rb,Ti,Br,1.521,1.517,0.673,1.095,1.955,5.012361340481147,1
Ag2RbTiI6,Ag,Rb,Ti,I,1.521,1.517,0.673,1.095,2.194,5.230626180663795,1
Ag2RbVF6,Ag,Rb,V,F,1.521,1.517,0.636,1.0765,1.331,4.324075387240619,1
Ag2RbVCl6,Ag,Rb,V,Cl,1.521,1.517,0.636,1.0765,1.806,4.765320161973549,1
Ag2RbVBr6,Ag,Rb,V,Br,1.521,1.517,0.636,1.0765,1.955,4.903731680784511,1
Ag2RbVI6,Ag,Rb,V,I,1.521,1.517,0.636,1.0765,2.194,5.1257474727027645,1
Ag2RbCrF6,Ag,Rb,Cr,F,1.521,1.517,0.618,1.0675,1.331,4.271214068445605,1
Ag2RbCrCl6,Ag,Rb,Cr,Cl,1.521,1.517,0.618,1.0675,1.806,4.716178939639985,1
Ag2RbCrBr6,Ag,Rb,Cr,Br,1.521,1.517,0.618,1.0675,1.955,4.855757393972537,1
Ag2RbCrI6,Ag,Rb,Cr,I,1.521,1.517,0.618,1.0675,2.194,5.0796449817945515,1
Ag2RbMnF6,Ag,Rb,Mn,F,1.521,1.517,0.645,1.081,1.331,4.351638820121201,1
Ag2RbMnCl6,Ag,Rb,Mn,Cl,1.521,1.517,0.645,1.081,1.806,4.791046775717871,1
Ag2RbMnBr6,Ag,Rb,Mn,Br,1.521,1.517,0.645,1.081,1.955,4.928882113368195,1
Ag2RbMnI6,Ag,Rb,Mn,I,1.521,1.517,0.645,1.081,2.194,5.1499736952368345,1
Ag2RbFeF6,Ag,Rb,Fe,F,1.521,1.517,0.646,1.0815,1.331,4.354749358111802,1
Ag2RbFeCl6,Ag,Rb,Fe,Cl,1.521,1.517,0.646,1.0815,1.806,4.79395416624865,1
Ag2RbFeBr6,Ag,Rb,Fe,Br,1.521,1.517,0.646,1.0815,1.955,4.931725779748419,1
Ag2RbFeI6,Ag,Rb,Fe,I,1.521,1.517,0.646,1.0815,2.194,5.152715146368854,1
Ag2RbCoF6,Ag,Rb,Co,F,1.521,1.517,0.612,1.0645,1.331,4.254243407015929,1
Ag2RbCoCl6,Ag,Rb,Co,Cl,1.521,1.517,0.612,1.0645,1.806,4.700462289120203,1
Ag2RbCoBr6,Ag,Rb,Co,Br,1.521,1.517,0.612,1.0645,1.955,4.840434106875017,1
Ag2RbCoI6,Ag,Rb,Co,I,1.521,1.517,0.612,1.0645,2.194,5.064952660186432,1
Ag2RbNiF6,Ag,Rb,Ni,F,1.521,1.517,0.601,1.059,1.331,4.22394621805146,1
Ag2RbNiCl6,Ag,Rb,Ni,Cl,1.521,1.517,0.601,1.059,1.806,4.672482573103396,1
Ag2RbNiBr6,Ag,Rb,Ni,Br,1.521,1.517,0.601,1.059,1.955,4.813181345530214,1
Ag2RbNiI6,Ag,Rb,Ni,I,1.521,1.517,0.601,1.059,2.194,5.038865953651083,1
Ag2RbCuF6,Ag,Rb,Cu,F,1.521,1.517,0.62,1.0685,1.331,4.276942028898357,1
Ag2RbCuCl6,Ag,Rb,Cu,Cl,1.521,1.517,0.62,1.0685,1.806,4.7214904612802,1
Ag2RbCuBr6,Ag,Rb,Cu,Br,1.521,1.517,0.62,1.0685,1.955,4.86093828533261,1
Ag2RbCuI6,Ag,Rb,Cu,I,1.521,1.517,0.62,1.0685,2.194,5.084616338678422,1
Ag2RbGaF6,Ag,Rb,Ga,F,1.521,1.517,0.62,1.0685,1.331,4.276942028898357,1
Ag2RbGaCl6,Ag,Rb,Ga,Cl,1.521,1.517,0.62,1.0685,1.806,4.7214904612802,1
Ag2RbGaBr6,Ag,Rb,Ga,Br,1.521,1.517,0.62,1.0685,1.955,4.86093828533261,1
Ag2RbGaI6,Ag,Rb,Ga,I,1.521,1.517,0.62,1.0685,2.194,5.084616338678422,1
Ag2RbAsF6,Ag,Rb,As,F,1.521,1.517,0.583,1.0499999999999998,1.331,4.176572138202563,1
Ag2RbAsCl6,Ag,Rb,As,Cl,1.521,1.517,0.583,1.0499999999999998,1.806,4.628953090583516,1
Ag2RbAsBr6,Ag,Rb,As,Br,1.521,1.517,0.583,1.0499999999999998,1.955,4.770857852488278,1
Ag2RbAsI6,Ag,Rb,As,I,1.521,1.517,0.583,1.0499999999999998,2.194,4.998476900107326,1
Ag2RbYF6,Ag,Rb,Y,F,1.521,1.517,0.899,1.208,1.331,5.566645418954536,1
Ag2RbYCl6,Ag,Rb,Y,Cl,1.521,1.517,0.899,1.208,1.806,5.959857339484338,1
Ag2RbYBr6,Ag,Rb,Y,Br,1.521,1.517,0.899,1.208,1.955,6.083201710345265,1
Ag2RbYI6,Ag,Rb,Y,I,1.521,1.517,0.899,1.208,2.194,6.28104939246447,1
Ag2RbNbF6,Ag,Rb,Nb,F,1.521,1.517,0.724,1.1204999999999998,1.331,4.629815496260534,1
Ag2RbNbCl6,Ag,Rb,Nb,Cl,1.521,1.517,0.724,1.1204999999999998,1.806,5.053733390057946,1
Ag2RbNbBr6,Ag,Rb,Nb,Br,1.521,1.517,0.724,1.1204999999999998,1.955,5.186709739901765,1
Ag2RbNbI6,Ag,Rb,Nb,I,1.521,1.517,0.724,1.1204999999999998,2.194,5.4000073748861475,1
Ag2RbMoF6,Ag,Rb,Mo,F,1.521,1.517,0.691,1.1039999999999999,1.331,4.505231175447523,1
Ag2RbMoCl6,Ag,Rb,Mo,Cl,1.521,1.517,0.691,1.1039999999999999,1.806,4.93548479863593,1
Ag2RbMoBr6,Ag,Rb,Mo,Br,1.521,1.517,0.691,1.1039999999999999,1.955,5.070448566751872,1
Ag2RbMoI6,Ag,Rb,Mo,I,1.521,1.517,0.691,1.1039999999999999,2.194,5.286934073998248,1
Ag2RbRuF6,Ag,Rb,Ru,F,1.521,1.517,0.676,1.0965,1.331,4.452711075465973,1
Ag2RbRuCl6,Ag,Rb,Ru,Cl,1.521,1.517,0.676,1.0965,1.806,4.885907609893698,1
Ag2RbRuBr6,Ag,Rb,Ru,Br,1.521,1.517,0.676,1.0965,1.955,5.021794522798395,1
Ag2RbRuI6,Ag,Rb,Ru,I,1.521,1.517,0.676,1.0965,2.194,5.2397607790683445,1
Ag2RbRhF6,Ag,Rb,Rh,F,1.521,1.517,0.672,1.0945,1.331,4.43911521555284,1
Ag2RbRhCl6,Ag,Rb,Rh,Cl,1.521,1.517,0.672,1.0945,1.806,4.873103337983173,1
Ag2RbRhBr6,Ag,Rb,Rh,Br,1.521,1.517,0.672,1.0945,1.955,5.009238559545531,1
Ag2RbRhI6,Ag,Rb,Rh,I,1.521,1.517,0.672,1.0945,2.194,5.227603109568372,1
Ag2RbPdF6,Ag,Rb,Pd,F,1.521,1.517,0.851,1.184,1.331,5.25303735426446,1
Ag2RbPdCl6,Ag,Rb,Pd,Cl,1.521,1.517,0.851,1.184,1.806,5.654219786696893,1
Ag2RbPdBr6,Ag,Rb,Pd,Br,1.521,1.517,0.851,1.184,1.955,5.780064381291488,1
Ag2RbPdI6,Ag,Rb,Pd,I,1.521,1.517,0.851,1.184,2.194,5.9819224893995955,1
Ag2RbInF6,Ag,Rb,In,F,1.521,1.517,0.795,1.156,1.331,4.946330108713432,1
Ag2RbInCl6,Ag,Rb,In,Cl,1.521,1.517,0.795,1.156,1.806,5.35722976269267,1
Ag2RbInBr6,Ag,Rb,In,Br,1.521,1.517,0.795,1.156,1.955,5.486122496256685,1
Ag2RbInI6,Ag,Rb,In,I,1.521,1.517,0.795,1.156,2.194,5.692869901100975,1
Ag2RbSbF6,Ag,Rb,Sb,F,1.521,1.517,0.861,1.189,1.331,5.314141642529707,1
Ag2RbSbCl6,Ag,Rb,Sb,Cl,1.521,1.517,0.861,1.189,1.806,5.713637016793795,1
Ag2RbSbBr6,Ag,Rb,Sb,Br,1.521,1.517,0.861,1.189,1.955,5.83895240787874,1
Ag2RbSbI6,Ag,Rb,Sb,I,1.521,1.517,0.861,1.189,2.194,6.039961659350565,1
Ag2RbTaF6,Ag,Rb,Ta,F,1.521,1.517,0.726,1.1215,1.331,4.63778853019977,1
Ag2RbTaCl6,Ag,Rb,Ta,Cl,1.521,1.517,0.726,1.1215,1.806,5.061328432116845,1
Ag2RbTaBr6,Ag,Rb,Ta,Br,1.521,1.517,0.726,1.1215,1.955,5.194186211876096,1
Ag2RbTaI6,Ag,Rb,Ta,I,1.521,1.517,0.726,1.1215,2.194,5.40729365726174,1
Ag2RbIrF6,Ag,Rb,Ir,F,1.521,1.517,0.687,1.1019999999999999,1.331,4.490984872835875,1
Ag2RbIrCl6,Ag,Rb,Ir,Cl,1.521,1.517,0.687,1.1019999999999999,1.806,4.922019355594495,1
Ag2RbIrBr6,Ag,Rb,Ir,Br,1.521,1.517,0.687,1.1019999999999999,1.955,5.057228067028252,1
Ag2RbIrI6,Ag,Rb,Ir,I,1.521,1.517,0.687,1.1019999999999999,2.194,5.274106469932064,1
Ag2RbAuF6,Ag,Rb,Au,F,1.521,1.517,0.842,1.1795,1.331,5.19979347956017,1
Ag2RbAuCl6,Ag,Rb,Au,Cl,1.521,1.517,0.842,1.1795,1.806,5.602506493549148,1
Ag2RbAuBr6,Ag,Rb,Au,Br,1.521,1.517,0.842,1.1795,1.955,5.728831207410954,1
Ag2RbAuI6,Ag,Rb,Au,I,1.521,1.517,0.842,1.1795,2.194,5.931459439712777,1
Ag2RbTlF6,Ag,Rb,Tl,F,1.521,1.517,0.884,1.2005,1.331,5.462940245754027,1
Ag2RbTlCl6,Ag,Rb,Tl,Cl,1.521,1.517,0.884,1.2005,1.806,5.858608717224247,1
Ag2RbTlBr6,Ag,Rb,Tl,Br,1.521,1.517,0.884,1.2005,1.955,5.982723669327537,1
Ag2RbTlI6,Ag,Rb,Tl,I,1.521,1.517,0.884,1.2005,2.194,6.1818073844462385,1
Ag2RbBiF6,Ag,Rb,Bi,F,1.521,1.517,1.03,1.2734999999999999,1.331,6.7701119084550205,1
Ag2RbBiCl6,Ag,Rb,Bi,Cl,1.521,1.517,1.03,1.2734999999999999,1.806,7.143099737273238,1
Ag2RbBiBr6,Ag,Rb,Bi,Br,1.521,1.517,1.03,1.2734999999999999,1.955,7.260100129892005,1
Ag2RbBiI6,Ag,Rb,Bi,I,1.521,1.517,1.03,1.2734999999999999,2.194,7.447771900602645,1
Ag2RbLaF6,Ag,Rb,La,F,1.521,1.517,1.032,1.2745,1.331,6.7938459569864165,1
Ag2RbLaCl6,Ag,Rb,La,Cl,1.521,1.517,1.032,1.2745,1.806,7.166541131564682,1
Ag2RbLaBr6,Ag,Rb,La,Br,1.521,1.517,1.032,1.2745,1.955,7.283449723169233,1
Ag2RbLaI6,Ag,Rb,La,I,1.521,1.517,1.032,1.2745,2.194,7.470974242588613,1
Ag2RbCeF6,Ag,Rb,Ce,F,1.521,1.517,1.01,1.2635,1.331,6.543522337007543,1
Ag2RbCeCl6,Ag,Rb,Ce,Cl,1.521,1.517,1.01,1.2635,1.806,6.919462186631603,1
Ag2RbCeBr6,Ag,Rb,Ce,Br,1.521,1.517,1.01,1.2635,1.955,7.037388581566308,1
Ag2RbCeI6,Ag,Rb,Ce,I,1.521,1.517,1.01,1.2635,2.194,7.226545684850835,1
Ag2RbPrF6,Ag,Rb,Pr,F,1.521,1.517,0.993,1.255,1.331,6.365176213466667,1
Ag2RbPrCl6,Ag,Rb,Pr,Cl,1.521,1.517,0.993,1.255,1.806,6.7436622692435595,1
Ag2RbPrBr6,Ag,Rb,Pr,Br,1.521,1.517,0.993,1.255,1.955,6.8623873688451535,1
Ag2RbPrI6,Ag,Rb,Pr,I,1.521,1.517,0.993,1.255,2.194,7.052825615857105,1
Ag2RbNdF6,Ag,Rb,Nd,F,1.521,1.517,0.98,1.2485,1.331,6.236831671455667,1
Ag2RbNdCl6,Ag,Rb,Nd,Cl,1.521,1.517,0.98,1.2485,1.806,6.617288219313096,1
Ag2RbNdBr6,Ag,Rb,Nd,Br,1.521,1.517,0.98,1.2485,1.955,6.736631431167321,1
Ag2RbNdI6,Ag,Rb,Nd,I,1.521,1.517,0.98,1.2485,2.194,6.928061146826112,1
Ag2RbPmF6,Ag,Rb,Pm,F,1.521,1.517,0.969,1.2429999999999999,1.331,6.133277815242464,1
Ag2RbPmCl6,Ag,Rb,Pm,Cl,1.521,1.517,0.969,1.2429999999999999,1.806,6.51541779915236,1
Ag2RbPmBr6,Ag,Rb,Pm,Br,1.521,1.517,0.969,1.2429999999999999,1.955,6.635289078315674,1
Ag2RbPmI6,Ag,Rb,Pm,I,1.521,1.517,0.969,1.2429999999999999,2.194,6.8275658281145475,1
Ag2RbSmF6,Ag,Rb,Sm,F,1.521,1.517,0.958,1.2374999999999998,1.331,6.034067802818105,1
Ag2RbSmCl6,Ag,Rb,Sm,Cl,1.521,1.517,0.958,1.2374999999999998,1.806,6.417906186656489,1
Ag2RbSmBr6,Ag,Rb,Sm,Br,1.521,1.517,0.958,1.2374999999999998,1.955,6.538310227060529,1
Ag2RbSmI6,Ag,Rb,Sm,I,1.521,1.517,0.958,1.2374999999999998,2.194,6.731441540191842,1
Ag2RbEuF6,Ag,Rb,Eu,F,1.521,1.517,0.947,1.232,1.331,5.938957781751215,1
Ag2RbEuCl6,Ag,Rb,Eu,Cl,1.521,1.517,0.947,1.232,1.806,6.324509729803163,1
Ag2RbEuBr6,Ag,Rb,Eu,Br,1.521,1.517,0.947,1.232,1.955,6.445451288244721,1
Ag2RbEuI6,Ag,Rb,Eu,I,1.521,1.517,0.947,1.232,2.194,6.639444794738228,1
Ag2RbGdF6,Ag,Rb,Gd,F,1.521,1.517,0.936,1.2265,1.331,5.84772218773919,1
Ag2RbGdCl6,Ag,Rb,Gd,Cl,1.521,1.517,0.936,1.2265,1.806,6.235003068293613,1
Ag2RbGdBr6,Ag,Rb,Gd,Br,1.521,1.517,0.936,1.2265,1.955,6.356486965562263,1
Ag2RbGdI6,Ag,Rb,Gd,I,1.521,1.517,0.936,1.2265,2.194,6.551350398093858,1
Ag2RbTbF6,Ag,Rb,Tb,F,1.521,1.517,0.924,1.2205,1.331,5.752366098121547,1
Ag2RbTbCl6,Ag,Rb,Tb,Cl,1.521,1.517,0.924,1.2205,1.806,6.141550858465669,1
Ag2RbTbBr6,Ag,Rb,Tb,Br,1.521,1.517,0.924,1.2205,1.955,6.263631972763087,1
Ag2RbTbI6,Ag,Rb,Tb,I,1.521,1.517,0.924,1.2205,2.194,6.459453357441498,1
Ag2RbDyF6,Ag,Rb,Dy,F,1.521,1.517,0.912,1.2145,1.331,5.661121675120729,1
Ag2RbDyCl6,Ag,Rb,Dy,Cl,1.521,1.517,0.912,1.2145,1.806,6.052229126746912,1
Ag2RbDyBr6,Ag,Rb,Dy,Br,1.521,1.517,0.912,1.2145,1.955,6.174913358941231,1
Ag2RbDyI6,Ag,Rb,Dy,I,1.521,1.517,0.912,1.2145,2.194,6.371702160917352,1
Ag2RbHoF6,Ag,Rb,Ho,F,1.521,1.517,0.9,1.2085,1.331,5.573757447908746,1
Ag2RbHoCl6,Ag,Rb,Ho,Cl,1.521,1.517,0.9,1.2085,1.806,5.9668066824970785,1
Ag2RbHoBr6,Ag,Rb,Ho,Br,1.521,1.517,0.9,1.2085,1.955,6.090100021346893,1
Ag2RbHoI6,Ag,Rb,Ho,I,1.521,1.517,0.9,1.2085,2.194,6.287865846750285,1
Ag2RbErF6,Ag,Rb,Er,F,1.521,1.517,0.889,1.2029999999999998,1.331,5.496899220352169,1
Ag2RbErCl6,Ag,Rb,Er,Cl,1.521,1.517,0.889,1.2029999999999998,1.806,5.89174543814103,1
Ag2RbErBr6,Ag,Rb,Er,Br,1.521,1.517,0.889,1.2029999999999998,1.955,6.015602462247431,1
Ag2RbErI6,Ag,Rb,Er,I,1.521,1.517,0.889,1.2029999999999998,2.194,6.214272453934879,1
Ag2RbTmF6,Ag,Rb,Tm,F,1.521,1.517,0.879,1.198,1.331,5.429572345639752,1
Ag2RbTmCl6,Ag,Rb,Tm,Cl,1.521,1.517,0.879,1.198,1.806,5.826066502567965,1
Ag2RbTmBr6,Ag,Rb,Tm,Br,1.521,1.517,0.879,1.198,1.955,5.950440459162289,1
Ag2RbTmI6,Ag,Rb,Tm,I,1.521,1.517,0.879,1.198,2.194,6.149939624437748,1
Ag2RbYbF6,Ag,Rb,Yb,F,1.521,1.517,0.868,1.1925,1.331,5.358178978637332,1
Ag2RbYbCl6,Ag,Rb,Yb,Cl,1.521,1.517,0.868,1.1925,1.806,5.756501829790372,1
Ag2RbYbBr6,Ag,Rb,Yb,Br,1.521,1.517,0.868,1.1925,1.955,5.881449418888905,1
Ag2RbYbI6,Ag,Rb,Yb,I,1.521,1.517,0.868,1.1925,2.194,6.081868706100645,1
Ag2RbLuF6,Ag,Rb,Lu,F,1.521,1.517,0.857,1.1869999999999998,1.331,5.289448993835934,1
Ag2RbLuCl6,Ag,Rb,Lu,Cl,1.521,1.517,0.857,1.1869999999999998,1.806,5.689617485832564,1
Ag2RbLuBr6,Ag,Rb,Lu,Br,1.521,1.517,0.857,1.1869999999999998,1.955,5.815144023322033,1
Ag2RbLuI6,Ag,Rb,Lu,I,1.521,1.517,0.857,1.1869999999999998,2.194,6.016491959295075,1
Ag2RbUF6,Ag,Rb,U,F,1.521,1.517,1.024,1.2705,1.331,6.7001149966687406,1
Ag2RbUCl6,Ag,Rb,U,Cl,1.521,1.517,1.024,1.2705,1.806,7.073983552355479,1
Ag2RbUBr6,Ag,Rb,U,Br,1.521,1.517,1.024,1.2705,1.955,7.191260215086686,1
Ag2RbUI6,Ag,Rb,U,I,1.521,1.517,1.024,1.2705,2.194,7.37937513047433,1
Ag2CsBF6,Ag,Cs,B,F,1.521,1.673,0.266,0.9695,1.331,3.8565518506771417,1
Ag2CsBCl6,Ag,Cs,B,Cl,1.521,1.673,0.266,0.9695,1.806,4.346495120403805,1
Ag2CsBBr6,Ag,Cs,B,Br,1.521,1.673,0.266,0.9695,1.955,4.500182588170695,1
Ag2CsBI6,Ag,Cs,B,I,1.521,1.673,0.266,0.9695,2.194,4.746701412306848,1
Ag2CsNF6,Ag,Cs,N,F,1.521,1.673,0.166,0.9195,1.331,3.7341979142894957,1
Ag2CsNCl6,Ag,Cs,N,Cl,1.521,1.673,0.166,0.9195,1.806,4.250783014887647,1
Ag2CsNBr6,Ag,Cs,N,Br,1.521,1.673,0.166,0.9195,1.955,4.412827604338435,1
Ag2CsNI6,Ag,Cs,N,I,1.521,1.673,0.166,0.9195,2.194,4.672751476007821,1
Ag2CsAlF6,Ag,Cs,Al,F,1.521,1.673,0.537,1.105,1.331,4.512421263831943,1
